overall,potential,age,league_id,league_name,club_team_id,club_name,value_eur,nationality_id,nationality_name,preferred_foot,club_jersey_number,Goalkeeper,Defense,Midfield,Attack
2.7152954604437363,2.9892617161610846,22,53,La Liga,243,Real Madrid,174500000,14,England,1,5,0,0,1,0
2.5836723365046588,2.358384665909134,26,53,La Liga,243,Real Madrid,120500000,60,Uruguay,1,8,0,1,1,0
2.5836723365046588,2.2006654033461466,30,19,Bundesliga,21,FC Bayern München,86000000,21,Germany,1,6,0,1,1,0
2.5836723365046588,2.358384665909134,26,16,Ligue 1,73,Paris Saint-Germain,111000000,129,Morocco,1,2,0,1,1,0
2.3204260886265033,1.8852268782201715,28,31,Serie A,44,Inter,79500000,27,Italy,1,23,0,0,1,0
2.188802964687426,1.7275076156571838,31,31,Serie A,44,Inter,47500000,48,Türkiye,1,20,0,0,1,0
2.0571798407483484,1.5697883530941963,27,31,Serie A,44,Inter,52000000,27,Italy,0,32,0,1,1,0
2.3204260886265033,2.042946140783159,26,13,Premier League,9,Liverpool,93000000,52,Argentina,1,10,0,0,1,0
2.7152954604437363,2.358384665909134,29,13,Premier League,10,Manchester City,102000000,45,Spain,1,16,0,0,1,0
2.0571798407483484,1.5697883530941963,34,53,La Liga,240,Atlético Madrid,26000000,18,France,0,7,0,0,1,1
1.9255567168092707,1.5697883530941963,27,350,Pro League,605,Al Hilal,44500000,18,France,0,19,0,1,1,0
2.3204260886265033,1.8852268782201715,30,13,Premier League,11,Manchester United,77000000,38,Portugal,1,8,0,0,1,0
2.3204260886265033,2.358384665909134,25,53,La Liga,240,Atlético Madrid,107000000,52,Argentina,1,19,0,0,0,1
2.188802964687426,1.8852268782201715,26,53,La Liga,243,Real Madrid,73000000,14,England,1,12,0,1,1,0
1.9255567168092707,2.042946140783159,25,53,La Liga,448,Athletic Club,58500000,45,Spain,1,8,0,0,1,1
1.793933592870193,1.254349827968221,30,31,Serie A,47,AC Milan,35000000,18,France,0,12,0,0,1,0
2.188802964687426,2.042946140783159,25,13,Premier League,13,Newcastle United,76500000,27,Italy,1,8,0,0,1,0
1.9255567168092707,1.4120690905312088,30,53,La Liga,240,Atlético Madrid,36500000,45,Spain,1,14,0,1,1,0
1.6623104689311152,1.0966305654052335,30,19,Bundesliga,21,FC Bayern München,29000000,21,Germany,1,8,0,0,1,0
2.5836723365046588,2.516103928472122,25,16,Ligue 1,73,Paris Saint-Germain,128500000,38,Portugal,1,17,0,0,1,0
2.846918584382814,2.516103928472122,33,13,Premier League,9,Liverpool,82000000,111,Egypt,0,11,0,0,1,1
1.39906422105296,0.7811920402792583,31,19,Bundesliga,22,Borussia Dortmund,15000000,4,Austria,1,20,0,0,1,0
2.3204260886265033,2.042946140783159,26,13,Premier League,1,Arsenal,83500000,14,England,1,41,0,0,1,0
1.9255567168092707,1.4120690905312088,31,350,Pro League,605,Al Hilal,30500000,38,Portugal,1,20,0,1,1,0
2.3204260886265033,1.8852268782201715,28,53,La Liga,241,FC Barcelona,79500000,34,Netherlands,1,21,0,0,1,0
2.188802964687426,1.8852268782201715,26,13,Premier League,10,Manchester City,79500000,34,Netherlands,1,4,0,0,1,0
1.793933592870193,1.7275076156571838,24,13,Premier League,9,Liverpool,49500000,23,Hungary,1,8,0,0,1,0
2.5836723365046588,2.2006654033461466,28,53,La Liga,241,FC Barcelona,104000000,54,Brazil,0,11,0,0,1,1
2.4520492125655813,2.358384665909134,23,13,Premier League,1,Arsenal,118500000,14,England,0,7,0,0,1,1
1.9255567168092707,1.4120690905312088,30,350,Pro League,605,Al Hilal,40500000,51,Serbia,1,22,0,0,1,0
2.5836723365046588,2.831542453598097,22,53,La Liga,241,FC Barcelona,149500000,45,Spain,1,8,0,0,1,0
2.188802964687426,1.8852268782201715,27,13,Premier League,13,Newcastle United,77500000,54,Brazil,1,39,0,0,1,0
2.7152954604437363,2.358384665909134,28,16,Ligue 1,73,Paris Saint-Germain,122500000,18,France,0,10,0,0,1,1
2.0571798407483484,2.358384665909134,20,16,Ligue 1,73,Paris Saint-Germain,79500000,38,Portugal,1,87,0,0,1,0
2.0571798407483484,2.042946140783159,23,13,Premier League,9,Liverpool,66500000,34,Netherlands,1,38,0,0,1,0
2.4520492125655813,2.042946140783159,27,31,Serie A,44,Inter,99000000,52,Argentina,1,10,0,0,0,1
1.793933592870193,1.254349827968221,36,31,Serie A,44,Inter,11500000,3,Armenia,1,22,0,0,1,0
2.3204260886265033,1.8852268782201715,34,31,Serie A,48,Napoli,36500000,7,Belgium,1,11,0,0,1,0
1.5306873449920377,0.9389113028422459,27,31,Serie A,45,Juventus,27500000,34,Netherlands,0,8,0,0,1,0
2.3204260886265033,2.358384665909134,24,16,Ligue 1,73,Paris Saint-Germain,109000000,20,Georgia,1,7,0,0,1,1
1.9255567168092707,1.4120690905312088,29,19,Bundesliga,32,Bayer 04 Leverkusen,41500000,45,Spain,0,20,0,1,1,1
1.5306873449920377,1.4120690905312088,25,13,Premier League,5,Chelsea,31500000,14,England,1,24,0,1,0,0
1.5306873449920377,0.9389113028422459,32,31,Serie A,45,Juventus,20500000,51,Serbia,0,18,0,1,1,1
1.5306873449920377,1.5697883530941963,25,53,La Liga,240,Atlético Madrid,35500000,14,England,1,4,0,0,1,0
1.793933592870193,1.254349827968221,29,13,Premier League,1,Arsenal,35500000,45,Spain,0,23,0,0,1,1
1.9255567168092707,1.8852268782201715,24,13,Premier League,5,Chelsea,57000000,52,Argentina,1,8,0,0,1,0
1.39906422105296,0.7811920402792583,32,68,Süper Lig,326,Fenerbahçe SK,16500000,54,Brazil,0,7,0,0,1,0
1.6623104689311152,1.0966305654052335,33,53,La Liga,243,Real Madrid,14500000,4,Austria,0,4,0,1,1,0
1.39906422105296,1.254349827968221,25,68,Süper Lig,325,Galatasaray SK,28000000,48,Türkiye,1,53,0,0,1,1
1.6623104689311152,1.5697883530941963,25,13,Premier League,18,Tottenham Hotspur,37000000,45,Spain,1,23,0,1,1,0
2.846918584382814,2.9892617161610846,26,53,La Liga,243,Real Madrid,173500000,18,France,1,10,0,0,1,1
2.3204260886265033,2.2006654033461466,26,13,Premier League,1,Arsenal,98000000,36,Norway,0,8,0,0,1,0
1.6623104689311152,1.0966305654052335,30,350,Pro League,112391,Al Qadsiah FC,29500000,38,Portugal,1,25,0,0,1,0
1.6623104689311152,1.7275076156571838,24,68,Süper Lig,327,Beşiktaş JK,43500000,48,Türkiye,1,10,0,0,1,0
2.0571798407483484,1.5697883530941963,28,31,Serie A,48,Napoli,54000000,42,Scotland,1,8,0,0,1,0
2.5836723365046588,2.2006654033461466,31,19,Bundesliga,21,FC Bayern München,87000000,14,England,1,9,0,0,0,1
1.793933592870193,2.358384665909134,22,53,La Liga,243,Real Madrid,73500000,18,France,0,6,0,1,1,0
1.9255567168092707,1.5697883530941963,28,350,Pro League,605,Al Hilal,40500000,38,Portugal,1,8,0,0,1,0
1.6623104689311152,1.7275076156571838,24,19,Bundesliga,22,Borussia Dortmund,40000000,21,Germany,1,8,0,0,1,0
1.5306873449920377,1.0966305654052335,26,31,Serie A,44,Inter,27500000,54,Brazil,0,30,0,1,1,0
1.5306873449920377,0.9389113028422459,30,13,Premier League,2,Aston Villa,25000000,42,Scotland,0,7,0,1,1,0
1.6623104689311152,1.0966305654052335,29,53,La Liga,448,Athletic Club,30000000,45,Spain,1,7,0,0,1,1
1.6623104689311152,1.0966305654052335,31,19,Bundesliga,22,Borussia Dortmund,21000000,21,Germany,1,23,0,1,1,0
1.39906422105296,0.7811920402792583,29,31,Serie A,52,Roma,20500000,27,Italy,1,7,0,0,1,0
1.793933592870193,1.254349827968221,27,308,Primeira Liga,237,Sporting CP,38500000,38,Portugal,1,8,0,0,1,0
1.6623104689311152,1.0966305654052335,28,13,Premier League,13,Newcastle United,30500000,54,Brazil,1,7,0,0,1,1
2.188802964687426,2.2006654033461466,23,16,Ligue 1,73,Paris Saint-Germain,86000000,38,Portugal,0,25,0,1,1,0
2.4520492125655813,2.042946140783159,36,53,La Liga,241,FC Barcelona,31000000,37,Poland,1,9,0,0,0,1
1.5306873449920377,1.5697883530941963,24,31,Serie A,45,Juventus,36500000,18,France,1,19,0,0,1,0
1.5306873449920377,0.9389113028422459,36,10,Eredivisie,247,PSV,8500000,10,Croatia,1,5,0,0,1,1
2.0571798407483484,1.7275076156571838,25,13,Premier League,11,Manchester United,64500000,103,Cameroon,0,19,0,0,1,1
2.0571798407483484,1.5697883530941963,28,13,Premier League,2,Aston Villa,54000000,7,Belgium,1,8,0,0,1,0
2.4520492125655813,2.6738231910351096,22,19,Bundesliga,21,FC Bayern München,133500000,21,Germany,1,10,0,0,1,1
1.9255567168092707,1.5697883530941963,26,13,Premier League,5,Chelsea,45500000,45,Spain,0,3,0,1,0,0
1.793933592870193,1.254349827968221,29,68,Süper Lig,325,Galatasaray SK,31000000,60,Uruguay,1,34,0,0,1,0
1.2674410971138823,0.6234727777162706,31,68,Süper Lig,325,Galatasaray SK,12500000,115,Gabon,1,99,0,0,1,0
1.793933592870193,1.254349827968221,39,31,Serie A,47,AC Milan,11500000,10,Croatia,1,14,0,0,1,0
1.39906422105296,0.9389113028422459,28,350,Pro League,112387,Al Ahli SFC,20500000,108,Côte d'Ivoire,1,79,0,1,1,0
1.6623104689311152,1.0966305654052335,29,53,La Liga,449,Real Betis Balompié,30000000,52,Argentina,0,20,0,0,1,0
1.39906422105296,0.7811920402792583,29,308,Primeira Liga,234,SL Benfica,20500000,36,Norway,1,8,0,1,1,0
1.793933592870193,1.7275076156571838,25,13,Premier League,18,Tottenham Hotspur,47500000,46,Sweden,0,21,0,0,1,1
1.9255567168092707,1.4120690905312088,30,13,Premier League,10,Manchester City,40500000,38,Portugal,0,20,0,0,1,0
2.5836723365046588,2.831542453598097,22,13,Premier League,9,Liverpool,150500000,21,Germany,1,7,0,0,1,1
1.1358179731748048,0.6234727777162706,26,31,Serie A,45,Juventus,16500000,95,United States,1,22,0,0,1,0
1.39906422105296,0.7811920402792583,29,31,Serie A,47,AC Milan,20500000,14,England,1,8,0,0,1,0
1.5306873449920377,0.9389113028422459,31,53,La Liga,453,RCD Mallorca,21500000,45,Spain,1,10,0,0,1,1
1.5306873449920377,0.9389113028422459,30,16,Ligue 1,66,Olympique Lyonnais,24500000,18,France,1,8,0,0,1,0
1.5306873449920377,0.9389113028422459,32,350,Pro League,112139,Al Nassr,17000000,10,Croatia,1,11,0,0,1,0
1.39906422105296,1.7275076156571838,24,13,Premier League,1808,Brighton & Hove Albion,31000000,7,Belgium,0,29,0,1,1,0
1.39906422105296,1.5697883530941963,24,10,Eredivisie,246,Feyenoord,31500000,34,Netherlands,1,8,0,0,1,0
1.39906422105296,0.7811920402792583,27,13,Premier League,14,Nottingham Forest,22500000,54,Brazil,1,12,0,0,1,0
1.793933592870193,1.254349827968221,31,53,La Liga,483,Villarreal CF,30500000,45,Spain,1,22,0,0,1,1
1.9255567168092707,1.8852268782201715,24,19,Bundesliga,21,FC Bayern München,53500000,70,Canada,0,19,0,1,1,0
1.5306873449920377,1.254349827968221,25,31,Serie A,44,Inter,32000000,27,Italy,1,16,0,0,1,0
1.2674410971138823,0.6234727777162706,30,308,Primeira Liga,237,Sporting CP,17000000,38,Portugal,0,11,0,1,1,1
1.6623104689311152,1.5697883530941963,26,31,Serie A,46,Lazio,36000000,18,France,1,8,0,0,1,0
2.3204260886265033,2.2006654033461466,23,13,Premier League,5,Chelsea,93000000,57,Ecuador,1,25,0,0,1,0
1.9255567168092707,1.8852268782201715,23,13,Premier League,10,Manchester City,53500000,10,Croatia,0,24,0,1,1,0
1.6623104689311152,1.0966305654052335,29,31,Serie A,48,Napoli,29500000,103,Cameroon,1,99,0,0,1,0
1.39906422105296,0.7811920402792583,34,13,Premier League,13,Newcastle United,7500000,14,England,1,2,0,1,1,0
1.39906422105296,0.7811920402792583,27,13,Premier League,19,West Ham United,22500000,54,Brazil,0,10,0,0,1,0
1.39906422105296,1.254349827968221,26,68,Süper Lig,325,Galatasaray SK,27500000,54,Brazil,0,8,0,0,1,0
1.793933592870193,1.7275076156571838,26,308,Primeira Liga,237,Sporting CP,43000000,13,Denmark,1,42,0,0,1,0
1.39906422105296,0.7811920402792583,29,53,La Liga,1860,Getafe CF,20500000,60,Uruguay,1,8,0,0,1,0
2.7152954604437363,2.6738231910351096,24,13,Premier League,10,Manchester City,157000000,36,Norway,0,9,0,0,0,1
1.9255567168092707,1.4120690905312088,29,16,Ligue 1,219,Olympique de Marseille,35500000,18,France,1,28,0,1,0,0
1.39906422105296,1.5697883530941963,22,13,Premier League,14,Nottingham Forest,29500000,14,England,1,8,0,0,1,0
1.1358179731748048,0.46575351515328306,34,350,Pro League,112096,Al Ettifaq,6500000,34,Netherlands,1,8,0,0,1,1
1.2674410971138823,0.6234727777162706,34,53,La Liga,450,RC Celta,5500000,45,Spain,0,20,0,1,0,0
1.793933592870193,1.254349827968221,28,19,Bundesliga,32,Bayer 04 Leverkusen,36500000,45,Spain,1,24,0,0,1,0
1.9255567168092707,2.2006654033461466,23,53,La Liga,240,Atlético Madrid,63500000,45,Spain,1,10,0,0,1,1
1.6623104689311152,1.8852268782201715,23,19,Bundesliga,32,Bayer 04 Leverkusen,46000000,95,United States,1,10,0,0,1,1
1.9255567168092707,1.7275076156571838,26,19,Bundesliga,32,Bayer 04 Leverkusen,52000000,52,Argentina,1,25,0,0,1,0
1.2674410971138823,1.0966305654052335,25,308,Primeira Liga,1896,Sporting Clube de Braga,23000000,60,Uruguay,1,10,0,0,1,0
2.0571798407483484,1.5697883530941963,33,53,La Liga,243,Real Madrid,28000000,45,Spain,1,2,0,1,1,0
1.5306873449920377,0.9389113028422459,33,53,La Liga,240,Atlético Madrid,16000000,45,Spain,1,6,0,0,1,0
1.1358179731748048,0.9389113028422459,25,31,Serie A,189,Bologna,18500000,42,Scotland,1,19,0,0,1,0
1.2674410971138823,1.254349827968221,25,308,Primeira Liga,234,SL Benfica,24500000,56,Colombia,1,20,0,0,1,0
1.793933592870193,1.254349827968221,31,31,Serie A,48,Napoli,26500000,27,Italy,1,22,0,1,1,0
2.3204260886265033,2.358384665909134,23,13,Premier League,5,Chelsea,109000000,14,England,0,10,0,0,1,1
1.5306873449920377,1.0966305654052335,27,53,La Liga,457,Real Sociedad,29500000,61,Venezuela,1,12,0,0,1,0
1.5306873449920377,1.5697883530941963,23,31,Serie A,48,Napoli,34500000,45,Spain,0,3,0,1,1,0
1.2674410971138823,0.6234727777162706,28,31,Serie A,52,Roma,16000000,45,Spain,0,3,0,1,1,0
1.6623104689311152,1.5697883530941963,25,31,Serie A,39,Atalanta,40000000,54,Brazil,1,13,0,0,1,0
1.2674410971138823,0.6234727777162706,31,19,Bundesliga,175,VfL Wolfsburg,12500000,21,Germany,0,27,0,0,1,0
1.6623104689311152,1.4120690905312088,25,13,Premier League,14,Nottingham Forest,38000000,14,England,1,10,0,0,1,1
1.9255567168092707,1.5697883530941963,27,31,Serie A,45,Juventus,43000000,27,Italy,1,5,0,0,1,0
1.9255567168092707,1.4120690905312088,29,31,Serie A,44,Inter,37000000,34,Netherlands,1,2,0,1,1,0
1.39906422105296,0.7811920402792583,31,13,Premier League,2,Aston Villa,15500000,18,France,0,12,0,1,1,0
1.5306873449920377,0.9389113028422459,30,19,Bundesliga,32,Bayer 04 Leverkusen,21500000,21,Germany,1,8,0,1,1,0
1.9255567168092707,1.8852268782201715,25,53,La Liga,243,Real Madrid,50500000,18,France,1,14,0,1,1,0
2.3204260886265033,1.8852268782201715,29,19,Bundesliga,22,Borussia Dortmund,79500000,118,Guinea,1,9,0,0,0,1
1.9255567168092707,1.4120690905312088,30,31,Serie A,46,Lazio,40500000,27,Italy,1,10,0,0,1,1
1.5306873449920377,0.9389113028422459,34,31,Serie A,39,Atalanta,12000000,34,Netherlands,1,15,0,0,1,0
0.6093254774184942,-0.16512353509866737,29,19,Bundesliga,1831,1. FC Union Berlin,3700000,13,Denmark,0,24,0,1,1,0
1.5306873449920377,0.9389113028422459,28,53,La Liga,457,Real Sociedad,25500000,45,Spain,0,23,0,0,1,0
1.39906422105296,0.7811920402792583,30,31,Serie A,110374,Fiorentina,18000000,21,Germany,0,21,0,1,1,0
2.0571798407483484,1.5697883530941963,29,16,Ligue 1,73,Paris Saint-Germain,52500000,45,Spain,0,8,0,0,1,0
1.9255567168092707,1.4120690905312088,28,13,Premier League,18,Tottenham Hotspur,42000000,14,England,1,10,0,0,1,0
1.39906422105296,0.7811920402792583,34,19,Bundesliga,22,Borussia Dortmund,7000000,21,Germany,1,13,0,0,1,0
1.2674410971138823,0.6234727777162706,35,53,La Liga,448,Athletic Club,5500000,45,Spain,0,17,0,1,1,0
1.39906422105296,0.7811920402792583,31,19,Bundesliga,21,FC Bayern München,15500000,38,Portugal,0,22,0,1,1,0
1.6623104689311152,1.0966305654052335,28,19,Bundesliga,21,FC Bayern München,27500000,4,Austria,1,27,0,1,1,0
1.6623104689311152,1.7275076156571838,22,13,Premier League,2,Aston Villa,44500000,14,England,1,27,0,0,1,0
1.5306873449920377,0.9389113028422459,31,350,Pro League,111674,Al Shabab,21500000,7,Belgium,1,10,0,0,1,1
2.0571798407483484,2.516103928472122,20,16,Ligue 1,73,Paris Saint-Germain,83500000,18,France,1,14,0,0,1,1
2.0571798407483484,1.5697883530941963,27,31,Serie A,44,Inter,58500000,18,France,1,9,0,0,0,1
1.6623104689311152,1.254349827968221,27,19,Bundesliga,112172,RB Leipzig,32000000,21,Germany,0,22,0,1,1,0
2.3204260886265033,2.042946140783159,27,13,Premier League,1,Arsenal,93000000,46,Sweden,1,14,0,0,0,1
1.39906422105296,1.8852268782201715,22,308,Primeira Liga,234,SL Benfica,43000000,49,Ukraine,1,10,0,0,1,0
1.5306873449920377,0.9389113028422459,31,68,Süper Lig,326,Fenerbahçe SK,21500000,54,Brazil,0,94,0,0,1,1
1.5306873449920377,1.8852268782201715,21,13,Premier League,1808,Brighton & Hove Albion,38000000,103,Cameroon,0,17,0,0,1,0
1.004194849235727,0.30803425259029543,32,31,Serie A,110556,Genoa,8500000,39,Romania,1,8,0,0,1,0
1.9255567168092707,1.8852268782201715,22,13,Premier League,18,Tottenham Hotspur,58500000,34,Netherlands,1,7,0,0,1,1
1.1358179731748048,0.46575351515328306,32,31,Serie A,54,Torino,9500000,27,Italy,0,34,0,1,1,0
2.0571798407483484,1.5697883530941963,32,13,Premier League,106,Sunderland,36000000,47,Switzerland,0,34,0,0,1,0
2.188802964687426,1.7275076156571838,31,31,Serie A,52,Roma,56500000,52,Argentina,0,21,0,0,1,1
1.9255567168092707,1.4120690905312088,26,31,Serie A,47,AC Milan,46000000,95,United States,1,11,0,0,1,1
1.793933592870193,1.254349827968221,33,350,Pro League,112139,Al Nassr,22500000,136,Senegal,1,10,0,0,1,1
1.793933592870193,1.254349827968221,31,53,La Liga,448,Athletic Club,30000000,117,Ghana,1,9,0,0,1,1
1.1358179731748048,0.6234727777162706,26,19,Bundesliga,38,SV Werder Bremen,16500000,45,Spain,1,18,0,0,1,0
1.39906422105296,0.7811920402792583,32,16,Ligue 1,72,OGC Nice,14500000,18,France,1,92,0,1,1,0
1.6623104689311152,1.7275076156571838,21,13,Premier League,9,Liverpool,41500000,23,Hungary,0,6,0,1,1,0
1.2674410971138823,1.4120690905312088,24,31,Serie A,52,Roma,26500000,18,France,1,17,0,0,1,0
1.39906422105296,1.254349827968221,26,53,La Liga,450,RC Celta,25500000,45,Spain,1,3,0,1,1,0
2.0571798407483484,1.5697883530941963,34,350,Pro League,607,Al Ittihad,18500000,18,France,1,7,0,0,1,0
1.2674410971138823,0.6234727777162706,35,13,Premier League,1796,Burnley,5500000,14,England,1,2,0,1,1,0
1.6623104689311152,1.0966305654052335,36,53,La Liga,483,Villarreal CF,9500000,45,Spain,1,10,0,0,1,0
1.1358179731748048,1.254349827968221,24,16,Ligue 1,219,Olympique de Marseille,21000000,13,Denmark,0,17,0,0,1,0
2.0571798407483484,1.5697883530941963,28,19,Bundesliga,21,FC Bayern München,54500000,56,Colombia,1,14,0,0,1,1
1.5306873449920377,0.9389113028422459,28,19,Bundesliga,169,1. FSV Mainz 05,25500000,21,Germany,1,10,0,0,1,0
1.793933592870193,1.254349827968221,31,13,Premier League,10,Manchester City,30000000,10,Croatia,1,8,0,0,1,0
0.7409486013575718,0.46575351515328306,26,53,La Liga,461,Valencia CF,7500000,47,Switzerland,1,23,0,0,1,0
2.0571798407483484,2.042946140783159,25,13,Premier League,10,Manchester City,71500000,14,England,0,47,0,0,1,1
1.2674410971138823,0.7811920402792583,26,13,Premier League,10,Manchester City,19000000,38,Portugal,1,27,0,1,1,0
1.793933592870193,1.254349827968221,34,68,Süper Lig,325,Galatasaray SK,16500000,21,Germany,1,20,0,0,1,0
1.39906422105296,1.8852268782201715,19,16,Ligue 1,73,Paris Saint-Germain,41000000,18,France,1,33,0,0,1,0
1.2674410971138823,0.6234727777162706,30,53,La Liga,1860,Getafe CF,17000000,45,Spain,1,5,0,0,1,0
1.6623104689311152,1.0966305654052335,33,350,Pro League,605,Al Hilal,19000000,183,Saudi Arabia,1,29,0,0,1,1
1.1358179731748048,1.7275076156571838,22,53,La Liga,457,Real Sociedad,31500000,10,Croatia,0,24,0,0,1,0
0.8725717252966494,0.15031499002730783,32,31,Serie A,110556,Genoa,6000000,49,Ukraine,0,17,0,0,1,0
1.9255567168092707,1.5697883530941963,26,13,Premier League,9,Liverpool,49500000,34,Netherlands,1,18,0,0,1,1
1.2674410971138823,1.0966305654052335,24,53,La Liga,457,Real Sociedad,24000000,45,Spain,0,17,0,1,1,0
1.1358179731748048,0.6234727777162706,26,332,Premier League,101047,Dynamo Kyiv,16500000,49,Ukraine,1,10,0,0,1,0
1.39906422105296,1.8852268782201715,21,13,Premier League,5,Chelsea,42500000,54,Brazil,1,17,0,0,1,0
1.5306873449920377,1.8852268782201715,23,53,La Liga,240,Atlético Madrid,37500000,95,United States,1,5,0,0,1,0
1.9255567168092707,1.4120690905312088,29,13,Premier League,2,Aston Villa,42000000,14,England,1,11,0,0,0,1
2.188802964687426,2.042946140783159,23,19,Bundesliga,21,FC Bayern München,88000000,18,France,0,17,0,0,1,1
1.2674410971138823,0.6234727777162706,33,31,Serie A,39,Atalanta,11000000,27,Italy,1,77,0,1,1,0
1.2674410971138823,0.6234727777162706,35,13,Premier League,1925,Brentford,4900000,14,England,1,6,0,0,1,0
1.793933592870193,1.8852268782201715,26,13,Premier League,1,Arsenal,45500000,45,Spain,1,36,0,0,1,0
1.2674410971138823,1.0966305654052335,25,31,Serie A,45,Juventus,21500000,27,Italy,0,27,0,1,1,0
1.6623104689311152,1.0966305654052335,31,13,Premier League,9,Liverpool,22000000,42,Scotland,0,26,0,1,1,0
1.5306873449920377,0.9389113028422459,30,53,La Liga,243,Real Madrid,22000000,18,France,0,23,0,1,1,0
1.5306873449920377,0.9389113028422459,29,13,Premier League,1799,Crystal Palace,22500000,56,Colombia,1,2,0,1,1,0
1.2674410971138823,0.6234727777162706,30,19,Bundesliga,22,Borussia Dortmund,15000000,97,Algeria,0,5,0,1,1,0
1.39906422105296,0.7811920402792583,31,31,Serie A,44,Inter,17500000,37,Poland,1,7,0,0,1,0
1.793933592870193,1.4120690905312088,27,13,Premier League,1,Arsenal,42000000,14,England,1,10,0,0,1,1
1.793933592870193,1.5697883530941963,26,13,Premier League,11,Manchester United,45000000,54,Brazil,1,10,0,0,1,1
0.7409486013575718,0.7811920402792583,25,53,La Liga,449,Real Betis Balompié,8000000,56,Colombia,0,18,0,0,1,0
1.793933592870193,1.5697883530941963,27,53,La Liga,240,Atlético Madrid,38500000,43,Slovakia,0,17,0,1,1,0
1.9255567168092707,1.4120690905312088,33,53,La Liga,449,Real Betis Balompié,26500000,45,Spain,1,22,0,0,1,0
1.6623104689311152,1.0966305654052335,28,350,Pro League,605,Al Hilal,30500000,54,Brazil,0,10,0,0,1,0
1.2674410971138823,1.4120690905312088,23,31,Serie A,46,Lazio,24500000,27,Italy,1,6,0,0,1,0
1.1358179731748048,1.4120690905312088,23,10,Eredivisie,245,Ajax,22000000,34,Netherlands,0,8,0,0,1,0
0.7409486013575718,-0.0074042725356797704,27,31,Serie A,1842,Cagliari,6000000,27,Italy,1,90,0,0,1,1
1.2674410971138823,0.6234727777162706,30,13,Premier League,1943,AFC Bournemouth,14500000,42,Scotland,0,10,0,0,1,0
1.2674410971138823,0.6234727777162706,29,53,La Liga,449,Real Betis Balompié,15000000,45,Spain,1,8,0,0,1,0
1.004194849235727,0.30803425259029543,34,19,Bundesliga,32,Bayer 04 Leverkusen,3900000,45,Spain,1,21,0,1,1,0
1.1358179731748048,0.6234727777162706,27,308,Primeira Liga,234,SL Benfica,15000000,13,Denmark,1,6,0,1,1,0
1.2674410971138823,0.6234727777162706,29,16,Ligue 1,69,AS Monaco,17000000,40,Russia,1,10,0,0,1,1
1.793933592870193,1.254349827968221,30,31,Serie A,48,Napoli,34500000,43,Slovakia,1,68,0,0,1,0
1.6623104689311152,1.254349827968221,28,16,Ligue 1,69,AS Monaco,29500000,47,Switzerland,1,6,0,0,1,0
1.39906422105296,1.254349827968221,24,13,Premier League,1925,Brentford,29000000,13,Denmark,1,24,0,0,1,0
1.39906422105296,0.7811920402792583,30,19,Bundesliga,1824,Eintracht Frankfurt,17500000,145,Tunisia,1,15,0,0,1,0
1.6623104689311152,1.0966305654052335,33,13,Premier League,13,Newcastle United,14500000,47,Switzerland,1,5,0,1,0,0
2.0571798407483484,2.042946140783159,25,19,Bundesliga,22,Borussia Dortmund,63500000,21,Germany,0,4,0,1,0,0
0.6093254774184942,-0.16512353509866737,32,53,La Liga,449,Real Betis Balompié,2900000,47,Switzerland,0,12,0,1,1,0
1.004194849235727,0.30803425259029543,28,13,Premier League,2,Aston Villa,10500000,52,Argentina,1,10,0,0,1,0
1.793933592870193,1.7275076156571838,24,13,Premier League,13,Newcastle United,49500000,14,England,1,10,0,0,1,1
1.004194849235727,0.30803425259029543,29,53,La Liga,110062,Girona FC,10500000,18,France,0,11,0,0,1,0
2.7152954604437363,2.358384665909134,33,13,Premier League,9,Liverpool,57000000,34,Netherlands,1,4,0,1,0,0
0.6093254774184942,-0.0074042725356797704,27,16,Ligue 1,65,Lille OSC,4400000,18,France,0,15,0,1,1,0
1.39906422105296,1.254349827968221,24,13,Premier League,9,Liverpool,29000000,14,England,1,17,0,0,1,0
1.39906422105296,0.7811920402792583,30,31,Serie A,39,Atalanta,20000000,10,Croatia,1,8,0,0,1,0
0.8725717252966494,0.15031499002730783,29,350,Pro League,112391,Al Qadsiah FC,7500000,60,Uruguay,1,8,0,1,1,0
1.39906422105296,0.7811920402792583,31,53,La Liga,448,Athletic Club,15000000,45,Spain,1,16,0,0,1,0
0.8725717252966494,0.9389113028422459,24,16,Ligue 1,219,Olympique de Marseille,11500000,14,England,1,8,0,0,1,0
0.47770235347941653,-0.32284279766165497,30,68,Süper Lig,436,Trabzonspor,2500000,48,Türkiye,1,11,0,0,1,1
1.39906422105296,1.4120690905312088,22,13,Premier League,18,Tottenham Hotspur,28500000,27,Italy,0,13,0,1,0,0
1.2674410971138823,1.0966305654052335,26,10,Eredivisie,247,PSV,21000000,54,Brazil,0,17,0,1,1,0
1.2674410971138823,0.9389113028422459,25,13,Premier League,1808,Brighton & Hove Albion,20000000,48,Türkiye,1,24,0,1,1,0
0.6093254774184942,0.30803425259029543,25,31,Serie A,189,Bologna,5500000,27,Italy,1,4,0,0,1,0
1.1358179731748048,1.254349827968221,24,350,Pro League,111674,Al Shabab,19500000,18,France,1,29,0,0,1,0
1.004194849235727,0.30803425259029543,30,13,Premier League,1799,Crystal Palace,9000000,56,Colombia,1,8,0,1,1,0
